sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,0.324,Upper Middle Income Country (World Bank Classification),-0.03054545454545455,Balkans,Europe and Eurasia,1.253222222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,0.324,Upper Middle Income Country (World Bank Classification),-0.03625,Balkans,Europe and Eurasia,1.252244444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,0.324,Upper Middle Income Country (World Bank Classification),-0.01543181818181818,Balkans,Europe and Eurasia,1.227911111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,0.057,Upper Middle Income Country (World Bank Classification),-0.04975,Balkans,Europe and Eurasia,1.208066666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,0.057,Upper Middle Income Country (World Bank Classification),-0.04134090909090909,Balkans,Europe and Eurasia,1.195266666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,0.057,Upper Middle Income Country (World Bank Classification),-0.01706818181818182,Balkans,Europe and Eurasia,1.227888888888889
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,0.311,Upper Middle Income Country (World Bank Classification),-0.0235,Balkans,Europe and Eurasia,1.260466666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,0.059,Upper Middle Income Country (World Bank Classification),-0.05309090909090909,Balkans,Europe and Eurasia,1.1954
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,-0.268,Upper Middle Income Country (World Bank Classification),-0.1299318181818182,Balkans,Europe and Eurasia,1.1664
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,-0.268,Upper Middle Income Country (World Bank Classification),-0.1965,Balkans,Europe and Eurasia,1.077333333333333
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,0.138,Upper Middle Income Country (World Bank Classification),-0.1690909090909091,Balkans,Europe and Eurasia,0.7907333333333333
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,0.138,Upper Middle Income Country (World Bank Classification),-0.1459318181818182,Balkans,Europe and Eurasia,0.7998666666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,0.138,Upper Middle Income Country (World Bank Classification),-0.1390681818181818,Balkans,Europe and Eurasia,0.8155333333333333
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,0.138,Upper Middle Income Country (World Bank Classification),-0.0955,Balkans,Europe and Eurasia,0.8378888888888889
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,0.138,Upper Middle Income Country (World Bank Classification),-0.08431818181818182,Balkans,Europe and Eurasia,0.8614222222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,0.138,Upper Middle Income Country (World Bank Classification),-0.08431818181818182,Balkans,Europe and Eurasia,0.8940222222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,0.138,Upper Middle Income Country (World Bank Classification),-0.03677272727272727,Balkans,Europe and Eurasia,0.9156666666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,0.138,Upper Middle Income Country (World Bank Classification),0.03361363636363636,Balkans,Europe and Eurasia,0.9512
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,0.008,Upper Middle Income Country (World Bank Classification),0.1160227272727273,Balkans,Europe and Eurasia,0.9983777777777778
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,0.008,Upper Middle Income Country (World Bank Classification),0.07822727272727273,Balkans,Europe and Eurasia,0.9468888888888889
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68995,"Varieties of Democracy: Defamation protection, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,0.008,Upper Middle Income Country (World Bank Classification),0.09143181818181818,Balkans,Europe and Eurasia,0.9094
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2014,Albania,48.284752,Upper Middle Income Country (World Bank Classification),49.008287302325581395348837209302,Balkans,Europe and Eurasia,63.658664204545454545454545454545
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2015,Albania,47.582705,Upper Middle Income Country (World Bank Classification),47.606552627906976744186046511628,Balkans,Europe and Eurasia,62.036693318181818181818181818182
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2016,Albania,49.11215,Upper Middle Income Country (World Bank Classification),48.699794558139534883720930232558,Balkans,Europe and Eurasia,62.827955159090909090909090909091
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2017,Albania,50.409347,Upper Middle Income Country (World Bank Classification),49.207884720930232558139534883721,Balkans,Europe and Eurasia,63.329530522727272727272727272727
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2018,Albania,52.689923,Upper Middle Income Country (World Bank Classification),50.793317581395348837209302325581,Balkans,Europe and Eurasia,64.882628590909090909090909090909
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2019,Albania,52.936863,Upper Middle Income Country (World Bank Classification),49.847573837209302325581395348837,Balkans,Europe and Eurasia,63.715702840909090909090909090909
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2020,Albania,52.743858,Upper Middle Income Country (World Bank Classification),51.052078953488372093023255813953,Balkans,Europe and Eurasia,67.205356
Information and Communications Technology (ICT),Access and Use,69148,"Mobile Connectivity Index: Affordability: Handset affordability: Device affordability, score (0-100, higher is better)",2021,Albania,56.786716,Upper Middle Income Country (World Bank Classification),51.92126706976744186046511627907,Balkans,Europe and Eurasia,69.4913665909090909090909
